run_id,question_id,category,file_format,repeat_index,session_id,question,expected_sources,should_refuse,http_status,answer,returned_sources,required_keyword_coverage,missing_required_keywords,forbidden_keywords_found,source_pass,refusal_pass,total_ms,manual_correctness,manual_completeness,manual_confusion,manual_notes,error,tested_at
1eb30c92-e008-49a3-8137-5147977dc3c4,Q001,五种文件唯一事实,txt,1,9d48ebc1-01ab-44fc-b5e2-13812510dd18,紫色工单关闭前需要哪两类人员完成什么操作？,rag_eval_basic.txt,false,200,"紫色工单关闭前需要由客服主管和合规专员完成双签操作。客服主管负责检查时间线，合规专员负责检查记录是否包含必要字段。

参考来源：rag_eval_basic.txt",rag_eval_basic.txt,1.0000,,,true,,8464.05,,,,,,2026-07-25T15:34:53+08:00
1eb30c92-e008-49a3-8137-5147977dc3c4,Q002,五种文件唯一事实,txt,1,a9364e29-8ebc-46b5-b46b-dc631b460183,北辰夜班纸质交接记录存在哪里并保存多久？,rag_eval_basic.txt,false,200,"北辰夜班纸质交接记录统一保存在C-19柜，保存期限为93天。

参考来源：rag_eval_basic.txt",rag_eval_basic.txt,1.0000,,,true,,9703.79,,,,,,2026-07-25T15:35:03+08:00
1eb30c92-e008-49a3-8137-5147977dc3c4,Q003,五种文件唯一事实,md,1,564d8c47-b48b-4c03-a629-bab73a287e81,云帆正式版本必须通过哪个通道发布？,rag_eval_technical.md,false,200,"云帆正式版本必须通过“青羽通道”发布。

参考来源：rag_eval_technical.md",rag_eval_technical.md,1.0000,,,true,,8067.27,,,,,,2026-07-25T15:35:11+08:00
1eb30c92-e008-49a3-8137-5147977dc3c4,Q004,五种文件唯一事实,md,1,31b3cb1d-ca79-4114-837c-53d361adf3b2,云帆回滚完成后的最终复核由哪个组负责？,rag_eval_technical.md,false,200,"云帆回滚完成后的最终复核由白鲸组负责。

参考来源：rag_eval_technical.md",rag_eval_technical.md,1.0000,,,true,,8079.17,,,,,,2026-07-25T15:35:19+08:00
1eb30c92-e008-49a3-8137-5147977dc3c4,Q005,五种文件唯一事实,docx,1,19a07aa1-78e2-4847-8168-0b024c1a6d33,普通DOCX中异常记录必须写入什么校验词？,rag_eval_normal.docx,false,200,"普通DOCX文件中异常记录必须写入梅花校验词。

参考来源：
rag_eval_normal.docx",rag_eval_normal.docx,1.0000,,,true,,8837.86,,,,,,2026-07-25T15:35:28+08:00
1eb30c92-e008-49a3-8137-5147977dc3c4,Q006,五种文件唯一事实,docx,1,64508327-4f23-4027-bcd5-06747ab0503f,普通DOCX最终归档批次进入哪个目录并保留多久？,rag_eval_normal.docx,false,200,"普通DOCX最终归档批次进入N-42目录并保留146天。

参考来源：rag_eval_normal.docx",rag_eval_normal.docx,1.0000,,,true,,7850.49,,,,,,2026-07-25T15:35:36+08:00
1eb30c92-e008-49a3-8137-5147977dc3c4,Q007,五种文件唯一事实,docx_table,1,2087ece4-d0d8-4c00-adaf-ebcef4bd07d6,表格DOCX的容器发布必须走哪个通道？,rag_eval_table.docx,false,200,"表格DOCX的容器发布必须走银杏通道。

参考来源：rag_eval_table.docx",rag_eval_table.docx,1.0000,,,true,,9853.71,,,,,,2026-07-25T15:35:46+08:00
1eb30c92-e008-49a3-8137-5147977dc3c4,Q008,五种文件唯一事实,docx_table,1,14c81761-48d1-4cc2-9ac0-d0a34700bca2,表格DOCX的值守密钥最终封存在哪里？,rag_eval_table.docx,false,200,"表格DOCX的值守密钥最终封存在D-08柜。最后章节唯一验收标记：TABLE-FINAL-064

参考来源：rag_eval_table.docx",rag_eval_table.docx,1.0000,,,true,,8133.95,,,,,,2026-07-25T15:35:54+08:00
1eb30c92-e008-49a3-8137-5147977dc3c4,Q009,五种文件唯一事实,pdf,1,8f821857-f78e-432b-9645-db456e4cd689,远岚机房湿度告警阈值是多少？,rag_eval_pages.pdf,false,200,"远岚机房湿度告警阈值是71%。

参考来源：rag_eval_pages.pdf",rag_eval_pages.pdf,1.0000,,,true,,8212.93,,,,,,2026-07-25T15:36:02+08:00
1eb30c92-e008-49a3-8137-5147977dc3c4,Q010,五种文件唯一事实,pdf,1,e73bb7b0-47c0-498e-a2b9-bd6fd171508b,远岚演练恢复检查由哪个组负责？,rag_eval_pages.pdf,false,200,"远岚演练恢复检查由松塔小组负责。

参考来源：rag_eval_pages.pdf",rag_eval_pages.pdf,1.0000,,,true,,9247.91,,,,,,2026-07-25T15:36:11+08:00
1eb30c92-e008-49a3-8137-5147977dc3c4,Q011,精确数字编号代码命令,txt,1,16018b4a-bcdb-4233-a124-0591d046b44a,紫色工单的精确编号和首次响应时限分别是什么？,rag_eval_basic.txt,false,200,"紫色工单的精确编号为TXT-SLA-2048，首次响应时间必须控制在18分钟以内。

参考来源：rag_eval_basic.txt",rag_eval_basic.txt,1.0000,,,true,,8544.4,,,,,,2026-07-25T15:36:20+08:00
1eb30c92-e008-49a3-8137-5147977dc3c4,Q012,精确数字编号代码命令,md,1,fc5ae228-53d1-4c99-9590-f7d9fb04957f,云帆平台启动服务使用的完整命令是什么？,rag_eval_technical.md,false,200,"云帆平台启动服务使用的完整命令是：
```bash
python -m uvicorn main:app --host 127.0.0.1 --port 8123
```

参考来源：rag_eval_technical.md",rag_eval_technical.md,1.0000,,,true,,8701.53,,,,,,2026-07-25T15:36:28+08:00
